date,unemployment_rate,year,month,region,Month,Labor Force,Employed,Unemployed,Massachusetts Rate,mean_temperature,min_temperature,precipitation(mm),heating_season,summer_break
1992-08-01,9.2,1992,8,Berkshire,,,,,,19.11935483870968,14.996774193548386,89.4,0,1
1992-09-01,9.4,1992,9,Berkshire,,,,,,16.133333333333333,12.03,69.8,0,0
1992-10-01,9.0,1992,10,Berkshire,,,,,,8.329032258064515,4.406451612903226,82.1,0,0
1992-11-01,9.4,1992,11,Berkshire,,,,,,3.2700000000000005,0.45,120.0,1,0
1992-12-01,9.9,1992,12,Berkshire,,,,,,-2.1580645161290324,-6.370967741935484,146.4,1,0
1993-01-01,11.2,1993,1,Berkshire,,,,,,-3.3870967741935485,-7.516129032258065,83.8,1,0
1993-02-01,10.6,1993,2,Berkshire,,,,,,-8.032142857142857,-13.989285714285714,75.7,1,0
1993-03-01,10.3,1993,3,Berkshire,,,,,,-1.464516129032258,-6.109677419354839,157.1,1,0
1993-04-01,9.1,1993,4,Berkshire,,,,,,7.303333333333333,2.2766666666666664,148.5,0,0
1993-05-01,8.4,1993,5,Berkshire,,,,,,14.529032258064515,9.438709677419356,40.6,0,0
1993-06-01,8.1,1993,6,Berkshire,,,,,,18.59,13.7,79.3,0,1
1993-07-01,7.7,1993,7,Berkshire,,,,,,22.18064516129032,17.187096774193545,78.0,0,1
1993-08-01,7.3,1993,8,Berkshire,,,,,,21.47741935483871,16.916129032258063,63.9,0,1
1993-09-01,7.0,1993,9,Berkshire,,,,,,16.016666666666666,12.653333333333334,117.5,0,0
1993-10-01,7.2,1993,10,Berkshire,,,,,,8.95483870967742,5.051612903225807,78.9,0,0
1993-11-01,7.6,1993,11,Berkshire,,,,,,4.113333333333333,0.12666666666666676,105.4,1,0
1993-12-01,7.7,1993,12,Berkshire,,,,,,-2.193548387096774,-5.670967741935484,115.2,1,0
1994-01-01,9.7,1994,1,Berkshire,,,,,,-9.887096774193548,-15.254838709677419,119.9,1,0
1994-02-01,9.2,1994,2,Berkshire,,,,,,-7.442857142857143,-12.292857142857143,64.5,1,0
1994-03-01,9.1,1994,3,Berkshire,,,,,,-0.3838709677419355,-4.464516129032258,149.1,1,0
1994-04-01,8.7,1994,4,Berkshire,,,,,,8.246666666666666,3.25,100.0,0,0
1994-05-01,7.8,1994,5,Berkshire,,,,,,12.841935483870966,7.867741935483871,145.5,0,0
1994-06-01,7.7,1994,6,Berkshire,,,,,,20.06,15.456666666666667,112.8,0,1
1994-07-01,7.3,1994,7,Berkshire,,,,,,22.651612903225807,18.629032258064516,105.4,0,1
1994-08-01,6.9,1994,8,Berkshire,,,,,,19.39032258064516,15.051612903225807,154.6,0,1
1994-09-01,7.0,1994,9,Berkshire,,,,,,15.673333333333334,12.106666666666666,72.7,0,0
1994-10-01,6.4,1994,10,Berkshire,,,,,,9.829032258064515,5.751612903225807,39.6,0,0
1994-11-01,6.3,1994,11,Berkshire,,,,,,6.11,2.03,91.6,1,0
1994-12-01,6.7,1994,12,Berkshire,,,,,,-0.04516129032258059,-3.832258064516129,109.9,1,0
1995-01-01,8.3,1995,1,Berkshire,,,,,,-1.3258064516129031,-5.135483870967742,86.5,1,0
1995-02-01,7.7,1995,2,Berkshire,,,,,,-6.1000000000000005,-11.542857142857143,86.8,1,0
1995-03-01,7.5,1995,3,Berkshire,,,,,,2.3451612903225807,-2.4161290322580644,72.8,1,0
1995-04-01,6.7,1995,4,Berkshire,,,,,,5.8566666666666665,1.0899999999999999,61.8,0,0
1995-05-01,6.2,1995,5,Berkshire,,,,,,12.638709677419355,8.248387096774193,87.0,0,0
1995-06-01,6.2,1995,6,Berkshire,,,,,,20.05,14.516666666666667,48.2,0,1
1995-07-01,5.9,1995,7,Berkshire,,,,,,22.770967741935483,18.200000000000003,104.9,0,1
1995-08-01,5.6,1995,8,Berkshire,,,,,,22.164516129032258,16.716129032258067,38.0,0,1
1995-09-01,5.7,1995,9,Berkshire,,,,,,15.586666666666668,10.786666666666667,82.3,0,0
1995-10-01,5.0,1995,10,Berkshire,,,,,,12.235483870967743,8.200000000000001,232.8,0,0
1995-11-01,5.4,1995,11,Berkshire,,,,,,2.1866666666666665,-1.3666666666666667,126.6,1,0
1995-12-01,5.5,1995,12,Berkshire,,,,,,-5.248387096774193,-8.864516129032259,63.4,1,0
1996-01-01,6.5,1996,1,Berkshire,,,,,,-5.803225806451613,-10.470967741935485,149.5,1,0
1996-02-01,6.3,1996,2,Berkshire,,,,,,-4.824137931034483,-9.489655172413793,70.0,1,0
1996-03-01,6.2,1996,3,Berkshire,,,,,,-0.7999999999999999,-5.6,78.6,1,0
1996-04-01,5.5,1996,4,Berkshire,,,,,,6.78,2.45,166.6,0,0
1996-05-01,5.5,1996,5,Berkshire,,,,,,12.209677419354838,7.732258064516128,143.4,0,0
1996-06-01,5.3,1996,6,Berkshire,,,,,,18.92,15.020000000000001,105.7,0,1
1996-07-01,5.0,1996,7,Berkshire,,,,,,19.716129032258067,16.003225806451614,188.79999999999998,0,1
1996-08-01,4.4,1996,8,Berkshire,,,,,,20.6,16.15806451612903,49.800000000000004,0,1
1996-09-01,4.5,1996,9,Berkshire,,,,,,16.69,13.19,130.5,0,0
1996-10-01,4.2,1996,10,Berkshire,,,,,,9.493548387096775,5.27741935483871,137.1,0,0
1996-11-01,4.8,1996,11,Berkshire,,,,,,1.6766666666666665,-1.6433333333333333,84.5,1,0
1996-12-01,4.9,1996,12,Berkshire,,,,,,0.12258064516129034,-3.351612903225807,172.3,1,0
1997-01-01,6.6,1997,1,Berkshire,,,,,,-5.448387096774193,-10.32258064516129,80.2,1,0
1997-02-01,6.4,1997,2,Berkshire,,,,,,-1.2642857142857142,-6.303571428571429,71.0,1,0
1997-03-01,6.5,1997,3,Berkshire,,,,,,-0.23225806451612907,-4.880645161290322,190.0,1,0
1997-04-01,5.4,1997,4,Berkshire,,,,,,5.503333333333333,0.64,104.5,0,0
1997-05-01,4.8,1997,5,Berkshire,,,,,,10.683870967741935,6.364516129032259,113.8,0,0
1997-06-01,4.9,1997,6,Berkshire,,,,,,19.16,14.16,51.4,0,1
1997-07-01,4.4,1997,7,Berkshire,,,,,,21.006451612903227,15.993548387096775,104.8,0,1
1997-08-01,4.1,1997,8,Berkshire,,,,,,19.948387096774194,15.574193548387097,82.4,0,1
1997-09-01,4.2,1997,9,Berkshire,,,,,,15.6,11.620000000000001,69.7,0,0
1997-10-01,3.7,1997,10,Berkshire,,,,,,9.348387096774195,5.070967741935483,35.0,0,0
1997-11-01,3.7,1997,11,Berkshire,,,,,,1.8966666666666667,-1.4833333333333334,157.5,1,0
1997-12-01,4.2,1997,12,Berkshire,,,,,,-2.0548387096774197,-6.129032258064516,77.8,1,0
1998-01-01,5.3,1998,1,Berkshire,,,,,,-1.5387096774193547,-5.306451612903226,106.80000000000001,1,0
1998-02-01,5.0,1998,2,Berkshire,,,,,,-0.5678571428571428,-4.632142857142857,81.2,1,0
1998-03-01,5.1,1998,3,Berkshire,,,,,,2.454838709677419,-2.416129032258065,106.9,1,0
1998-04-01,3.8,1998,4,Berkshire,,,,,,8.6,3.4866666666666664,81.1,0,0
1998-05-01,3.9,1998,5,Berkshire,,,,,,15.935483870967742,11.438709677419356,121.80000000000001,0,0
1998-06-01,4.0,1998,6,Berkshire,,,,,,17.5,13.906666666666666,160.6,0,1
1998-07-01,3.7,1998,7,Berkshire,,,,,,20.816129032258065,16.73548387096774,66.5,0,1
1998-08-01,3.3,1998,8,Berkshire,,,,,,21.148387096774194,16.677419354838708,90.7,0,1
1998-09-01,3.4,1998,9,Berkshire,,,,,,17.373333333333335,12.663333333333332,45.7,0,0
1998-10-01,3.2,1998,10,Berkshire,,,,,,10.119354838709677,6.651612903225806,115.1,0,0
1998-11-01,3.3,1998,11,Berkshire,,,,,,3.9566666666666666,0.9600000000000001,50.1,1,0
1998-12-01,3.6,1998,12,Berkshire,,,,,,1.2161290322580647,-2.4612903225806453,50.7,1,0
1999-01-01,4.9,1999,1,Berkshire,,,,,,-5.216129032258064,-10.683870967741935,179.7,1,0
1999-02-01,5.0,1999,2,Berkshire,,,,,,-2.4464285714285716,-7.339285714285714,65.1,1,0
1999-03-01,4.8,1999,3,Berkshire,,,,,,0.09677419354838704,-4.483870967741935,108.4,1,0
1999-04-01,3.9,1999,4,Berkshire,,,,,,7.346666666666667,2.246666666666667,41.1,0,0
1999-05-01,3.8,1999,5,Berkshire,,,,,,14.709677419354838,9.461290322580645,92.7,0,0
1999-06-01,4.1,1999,6,Berkshire,,,,,,20.746666666666666,15.333333333333334,42.9,0,1
1999-07-01,3.8,1999,7,Berkshire,,,,,,23.187096774193545,18.351612903225806,66.9,0,1
1999-08-01,3.2,1999,8,Berkshire,,,,,,20.529032258064515,16.15806451612903,54.2,0,1
1999-09-01,3.3,1999,9,Berkshire,,,,,,17.903333333333332,13.826666666666666,235.29999999999998,0,0
1999-10-01,3.1,1999,10,Berkshire,,,,,,9.141935483870967,4.95483870967742,71.4,0,0
1999-11-01,3.1,1999,11,Berkshire,,,,,,6.1,2.67,69.3,1,0
1999-12-01,3.4,1999,12,Berkshire,,,,,,-0.5225806451612903,-3.3806451612903223,46.199999999999996,1,0
2000-01-01,4.1,2000,1,Berkshire,,,,,,-7.035483870967742,-11.393548387096773,104.2,1,0
2000-02-01,3.9,2000,2,Berkshire,,,,,,-3.2586206896551726,-8.010344827586207,78.5,1,0
2000-03-01,3.8,2000,3,Berkshire,,,,,,3.4741935483870967,-1.6193548387096774,86.0,1,0
2000-04-01,2.9,2000,4,Berkshire,,,,,,6.223333333333333,1.5633333333333335,116.2,0,0
2000-05-01,2.8,2000,5,Berkshire,,,,,,13.64516129032258,9.04516129032258,75.8,0,0
2000-06-01,2.9,2000,6,Berkshire,,,,,,17.80666666666667,13.803333333333333,179.8,0,1
2000-07-01,2.9,2000,7,Berkshire,,,,,,18.393548387096775,14.66451612903226,88.5,0,1
2000-08-01,2.5,2000,8,Berkshire,,,,,,18.906451612903226,15.209677419354838,89.2,0,1
2000-09-01,2.5,2000,9,Berkshire,,,,,,15.596666666666668,11.05,46.5,0,0
2000-10-01,2.3,2000,10,Berkshire,,,,,,9.480645161290322,5.519354838709678,74.3,0,0
2000-11-01,2.6,2000,11,Berkshire,,,,,,2.9866666666666664,0.013333333333333383,44.8,1,0
2000-12-01,2.7,2000,12,Berkshire,,,,,,-5.687096774193549,-9.970967741935485,88.2,1,0
2001-01-01,4.2,2001,1,Berkshire,,,,,,-5.199999999999999,-9.938709677419356,38.5,1,0
2001-02-01,4.1,2001,2,Berkshire,,,,,,-4.257142857142857,-9.585714285714285,79.6,1,0
2001-03-01,4.2,2001,3,Berkshire,,,,,,-1.5096774193548386,-5.490322580645161,173.9,1,0
2001-04-01,3.5,2001,4,Berkshire,,,,,,6.706666666666666,1.6233333333333335,34.8,0,0
2001-05-01,3.2,2001,5,Berkshire,,,,,,14.245161290322581,9.264516129032257,94.3,0,0
2001-06-01,3.5,2001,6,Berkshire,,,,,,19.206666666666667,14.51,95.3,0,1
2001-07-01,3.4,2001,7,Berkshire,,,,,,19.67096774193548,14.325806451612904,56.1,0,1
2001-08-01,3.3,2001,8,Berkshire,,,,,,22.335483870967742,17.845161290322583,49.0,0,1
2001-09-01,3.3,2001,9,Berkshire,,,,,,16.306666666666665,11.723333333333333,94.4,0,0
2001-10-01,3.2,2001,10,Berkshire,,,,,,10.883870967741935,6.241935483870968,35.699999999999996,0,0
2001-11-01,3.4,2001,11,Berkshire,,,,,,6.35,2.566666666666667,43.7,1,0
2001-12-01,3.8,2001,12,Berkshire,,,,,,0.7064516129032258,-3.1225806451612903,76.8,1,0
2002-01-01,5.0,2002,1,Berkshire,,,,,,-1.5709677419354837,-5.519354838709678,69.0,1,0
2002-02-01,4.9,2002,2,Berkshire,,,,,,-1.042857142857143,-6.0321428571428575,46.1,1,0
2002-03-01,5.0,2002,3,Berkshire,,,,,,1.7516129032258065,-2.8419354838709676,95.3,1,0
2002-04-01,4.5,2002,4,Berkshire,,,,,,8.426666666666668,4.006666666666667,132.6,0,0
2002-05-01,4.2,2002,5,Berkshire,,,,,,11.419354838709678,6.712903225806452,147.7,0,0
2002-06-01,4.5,2002,6,Berkshire,,,,,,18.08,13.370000000000001,113.5,0,1
2002-07-01,4.6,2002,7,Berkshire,,,,,,22.296774193548387,17.316129032258065,44.0,0,1
2002-08-01,4.2,2002,8,Berkshire,,,,,,22.312903225806455,17.34193548387097,75.0,0,1
2002-09-01,4.3,2002,9,Berkshire,,,,,,18.146666666666665,13.623333333333333,99.4,0,0
2002-10-01,4.0,2002,10,Berkshire,,,,,,8.364516129032259,5.025806451612904,108.30000000000001,0,0
2002-11-01,4.5,2002,11,Berkshire,,,,,,2.6333333333333333,-0.7166666666666667,129.6,1,0
2002-12-01,4.7,2002,12,Berkshire,,,,,,-3.648387096774193,-7.425806451612903,114.7,1,0
2003-01-01,5.8,2003,1,Berkshire,,,,,,-9.290322580645162,-13.470967741935485,75.1,1,0
2003-02-01,6.0,2003,2,Berkshire,,,,,,-6.985714285714286,-11.299999999999999,78.2,1,0
2003-03-01,5.7,2003,3,Berkshire,,,,,,0.12258064516129037,-5.348387096774194,87.19999999999999,1,0
2003-04-01,5.1,2003,4,Berkshire,,,,,,5.319999999999999,0.32999999999999996,84.0,0,0
2003-05-01,4.9,2003,5,Berkshire,,,,,,12.141935483870967,7.906451612903226,120.7,0,0
2003-06-01,5.2,2003,6,Berkshire,,,,,,17.60666666666667,13.416666666666666,88.5,0,1
2003-07-01,4.8,2003,7,Berkshire,,,,,,21.48709677419355,16.906451612903226,76.5,0,1
2003-08-01,4.6,2003,8,Berkshire,,,,,,21.193548387096776,17.738709677419354,148.0,0,1
2003-09-01,4.6,2003,9,Berkshire,,,,,,16.703333333333333,13.003333333333334,159.0,0,0
2003-10-01,4.4,2003,10,Berkshire,,,,,,8.916129032258064,5.070967741935483,132.2,0,0
2003-11-01,4.7,2003,11,Berkshire,,,,,,5.066666666666666,1.7333333333333334,123.1,1,0
2003-12-01,4.8,2003,12,Berkshire,,,,,,-2.4838709677419355,-6.258064516129032,170.0,1,0
2004-01-01,5.9,2004,1,Berkshire,,,,,,-10.983870967741936,-14.96774193548387,56.6,1,0
2004-02-01,5.6,2004,2,Berkshire,,,,,,-5.0103448275862075,-10.327586206896552,39.300000000000004,1,0
2004-03-01,5.7,2004,3,Berkshire,,,,,,1.7580645161290323,-2.5387096774193547,90.80000000000001,1,0
2004-04-01,4.7,2004,4,Berkshire,,,,,,7.566666666666666,2.716666666666667,105.7,0,0
2004-05-01,4.6,2004,5,Berkshire,,,,,,15.106451612903227,10.283870967741937,125.7,0,0
2004-06-01,4.8,2004,6,Berkshire,,,,,,17.63,12.993333333333334,64.8,0,1
2004-07-01,4.5,2004,7,Berkshire,,,,,,20.20967741935484,16.270967741935483,140.9,0,1
2004-08-01,4.1,2004,8,Berkshire,,,,,,19.68064516129032,15.958064516129031,127.1,0,1
2004-09-01,3.9,2004,9,Berkshire,,,,,,16.716666666666665,12.786666666666667,182.9,0,0
2004-10-01,3.8,2004,10,Berkshire,,,,,,9.596774193548388,6.206451612903226,46.7,0,0
2004-11-01,4.0,2004,11,Berkshire,,,,,,4.246666666666667,0.5733333333333334,78.8,1,0
2004-12-01,4.3,2004,12,Berkshire,,,,,,-2.103225806451613,-5.629032258064516,102.6,1,0
2005-01-01,5.3,2005,1,Berkshire,,,,,,-6.990322580645161,-11.567741935483872,137.8,1,0
2005-02-01,5.4,2005,2,Berkshire,,,,,,-3.5285714285714285,-8.392857142857142,59.9,1,0
2005-03-01,5.1,2005,3,Berkshire,,,,,,-2.138709677419355,-7.219354838709678,113.19999999999999,1,0
2005-04-01,4.3,2005,4,Berkshire,,,,,,8.673333333333334,3.1199999999999997,125.7,0,0
2005-05-01,4.2,2005,5,Berkshire,,,,,,10.703225806451613,6.17741935483871,67.3,0,0
2005-06-01,4.2,2005,6,Berkshire,,,,,,20.94333333333333,16.1,78.30000000000001,0,1
2005-07-01,4.0,2005,7,Berkshire,,,,,,22.416129032258063,17.806451612903224,75.3,0,1
2005-08-01,3.6,2005,8,Berkshire,,,,,,22.690322580645162,18.296774193548387,59.8,0,1
2005-09-01,3.8,2005,9,Berkshire,,,,,,18.653333333333332,14.016666666666667,56.3,0,0
2005-10-01,3.6,2005,10,Berkshire,,,,,,10.241935483870968,7.22258064516129,358.7,0,0
2005-11-01,4.0,2005,11,Berkshire,,,,,,5.1866666666666665,1.1,110.5,1,0
2005-12-01,4.2,2005,12,Berkshire,,,,,,-3.635483870967742,-7.109677419354839,84.7,1,0
2006-01-01,5.2,2006,1,Berkshire,,,,,,-0.8193548387096774,-5.364516129032259,129.2,1,0
2006-02-01,5.3,2006,2,Berkshire,,,,,,-2.935714285714286,-7.117857142857143,48.8,1,0
2006-03-01,4.9,2006,3,Berkshire,,,,,,1.0903225806451613,-3.3451612903225807,32.6,1,0
2006-04-01,4.1,2006,4,Berkshire,,,,,,8.17,3.146666666666667,112.3,0,0
2006-05-01,3.9,2006,5,Berkshire,,,,,,12.696774193548388,8.364516129032259,143.70000000000002,0,0
2006-06-01,4.2,2006,6,Berkshire,,,,,,17.970000000000002,14.53,176.5,0,1
2006-07-01,4.1,2006,7,Berkshire,,,,,,22.616129032258065,18.293548387096774,77.2,0,1
2006-08-01,3.8,2006,8,Berkshire,,,,,,20.519354838709678,16.212903225806453,110.0,0,1
2006-09-01,4.0,2006,9,Berkshire,,,,,,15.346666666666666,11.743333333333334,89.7,0,0
2006-10-01,3.6,2006,10,Berkshire,,,,,,9.280645161290321,5.267741935483872,144.0,0,0
2006-11-01,4.0,2006,11,Berkshire,,,,,,6.783333333333333,3.646666666666667,82.2,1,0
2006-12-01,4.3,2006,12,Berkshire,,,,,,1.974193548387097,-0.9612903225806453,53.400000000000006,1,0
2007-01-01,5.6,2007,1,Berkshire,,,,,,-2.329032258064516,-6.109677419354839,99.2,1,0
2007-02-01,5.4,2007,2,Berkshire,,,,,,-7.635714285714286,-12.064285714285715,67.19999999999999,1,0
2007-03-01,5.0,2007,3,Berkshire,,,,,,-0.7516129032258064,-6.235483870967743,120.4,1,0
2007-04-01,4.6,2007,4,Berkshire,,,,,,5.260000000000001,1.0966666666666667,164.20000000000002,0,0
2007-05-01,4.2,2007,5,Berkshire,,,,,,14.816129032258065,9.238709677419354,63.5,0,0
2007-06-01,4.3,2007,6,Berkshire,,,,,,19.096666666666668,13.826666666666666,102.60000000000001,0,1
2007-07-01,4.3,2007,7,Berkshire,,,,,,20.76451612903226,16.206451612903226,112.3,0,1
2007-08-01,3.8,2007,8,Berkshire,,,,,,21.338709677419356,16.383870967741938,68.3,0,1
2007-09-01,3.9,2007,9,Berkshire,,,,,,18.013333333333332,13.136666666666667,79.1,0,0
2007-10-01,3.6,2007,10,Berkshire,,,,,,13.683870967741935,9.941935483870967,109.0,0,0
2007-11-01,3.7,2007,11,Berkshire,,,,,,2.99,-0.26999999999999996,104.60000000000001,1,0
2007-12-01,4.3,2007,12,Berkshire,,,,,,-2.851612903225807,-6.161290322580645,146.4,1,0
2008-01-01,5.4,2008,1,Berkshire,,,,,,-3.170967741935484,-7.238709677419355,49.8,1,0
2008-02-01,5.2,2008,2,Berkshire,,,,,,-3.7241379310344827,-8.700000000000001,184.4,1,0
2008-03-01,5.2,2008,3,Berkshire,,,,,,-0.07419354838709678,-4.370967741935484,181.4,1,0
2008-04-01,4.4,2008,4,Berkshire,,,,,,9.133333333333333,4.08,98.60000000000001,0,0
2008-05-01,4.7,2008,5,Berkshire,,,,,,12.22258064516129,7.264516129032258,72.2,0,0
2008-06-01,5.0,2008,6,Berkshire,,,,,,19.933333333333334,15.54,100.6,0,1
2008-07-01,4.9,2008,7,Berkshire,,,,,,22.261290322580646,17.93548387096774,128.20000000000002,0,1
2008-08-01,4.7,2008,8,Berkshire,,,,,,19.483870967741936,14.903225806451612,67.9,0,1
2008-09-01,4.9,2008,9,Berkshire,,,,,,17.0,12.78,158.5,0,0
2008-10-01,4.9,2008,10,Berkshire,,,,,,8.980645161290322,4.961290322580646,88.5,0,0
2008-11-01,5.4,2008,11,Berkshire,,,,,,3.5566666666666666,0.7100000000000001,62.2,1,0
2008-12-01,6.5,2008,12,Berkshire,,,,,,-2.0451612903225804,-6.361290322580645,188.9,1,0
2009-01-01,8.0,2009,1,Berkshire,,,,,,-8.780645161290321,-13.638709677419355,75.2,1,0
2009-02-01,8.4,2009,2,Berkshire,,,,,,-3.775,-8.846428571428572,49.3,1,0
2009-03-01,8.5,2009,3,Berkshire,,,,,,1.0129032258064516,-3.564516129032258,72.1,1,0
2009-04-01,7.4,2009,4,Berkshire,,,,,,8.576666666666666,3.746666666666667,54.800000000000004,0,0
2009-05-01,7.6,2009,5,Berkshire,,,,,,13.580645161290322,8.787096774193548,98.5,0,0
2009-06-01,7.7,2009,6,Berkshire,,,,,,17.303333333333335,13.636666666666667,156.5,0,1
2009-07-01,7.6,2009,7,Berkshire,,,,,,19.225806451612904,15.503225806451614,162.9,0,1
2009-08-01,7.3,2009,8,Berkshire,,,,,,21.067741935483873,17.225806451612904,98.4,0,1
2009-09-01,7.5,2009,9,Berkshire,,,,,,15.873333333333333,11.423333333333334,34.7,0,0
2009-10-01,7.4,2009,10,Berkshire,,,,,,8.612903225806452,5.258064516129032,137.0,0,0
2009-11-01,7.5,2009,11,Berkshire,,,,,,6.333333333333333,3.2933333333333334,69.5,1,0
2009-12-01,8.1,2009,12,Berkshire,,,,,,-3.7096774193548385,-7.374193548387097,96.8,1,0
2010-01-01,10.1,2010,1,Berkshire,,,,,,-5.516129032258065,-9.37741935483871,64.8,1,0
2010-02-01,10.0,2010,2,Berkshire,,,,,,-3.7785714285714285,-6.871428571428572,122.9,1,0
2010-03-01,9.8,2010,3,Berkshire,,,,,,3.7129032258064516,-0.16774193548387098,149.70000000000002,1,0
2010-04-01,8.6,2010,4,Berkshire,,,,,,10.110000000000001,4.796666666666667,62.7,0,0
2010-05-01,8.3,2010,5,Berkshire,,,,,,15.561290322580644,10.119354838709677,70.9,0,0
2010-06-01,8.1,2010,6,Berkshire,,,,,,19.006666666666668,14.803333333333335,118.6,0,1
2010-07-01,8.1,2010,7,Berkshire,,,,,,22.903225806451612,18.296774193548387,85.2,0,1
2010-08-01,7.7,2010,8,Berkshire,,,,,,21.516129032258064,17.10967741935484,75.8,0,1
2010-09-01,7.8,2010,9,Berkshire,,,,,,18.05,13.82,67.9,0,0
2010-10-01,7.6,2010,10,Berkshire,,,,,,10.03225806451613,6.403225806451613,204.7,0,0
2010-11-01,8.2,2010,11,Berkshire,,,,,,3.6866666666666665,0.52,93.4,1,0
2010-12-01,8.4,2010,12,Berkshire,,,,,,-4.493548387096775,-7.725806451612903,92.0,1,0
2011-01-01,9.5,2011,1,Berkshire,,,,,,-7.15483870967742,-11.387096774193548,63.5,1,0
2011-02-01,9.2,2011,2,Berkshire,,,,,,-4.892857142857143,-9.9,114.2,1,0
2011-03-01,8.9,2011,3,Berkshire,,,,,,-0.19677419354838707,-4.425806451612903,119.8,1,0
2011-04-01,7.9,2011,4,Berkshire,,,,,,7.88,3.5533333333333332,139.5,0,0
2011-05-01,7.8,2011,5,Berkshire,,,,,,14.725806451612904,10.458064516129031,110.1,0,0
2011-06-01,7.8,2011,6,Berkshire,,,,,,18.173333333333336,13.93,123.0,0,1
2011-07-01,7.6,2011,7,Berkshire,,,,,,23.32903225806452,18.251612903225805,40.3,0,1
2011-08-01,7.2,2011,8,Berkshire,,,,,,20.403225806451612,16.551612903225806,299.7,0,1
2011-09-01,7.3,2011,9,Berkshire,,,,,,17.493333333333332,14.006666666666666,172.1,0,0
2011-10-01,7.0,2011,10,Berkshire,,,,,,10.345161290322581,6.996774193548387,142.0,0,0
2011-11-01,6.9,2011,11,Berkshire,,,,,,6.416666666666667,2.4833333333333334,87.6,1,0
2011-12-01,7.3,2011,12,Berkshire,,,,,,1.1677419354838707,-2.448387096774194,123.5,1,0
2012-01-01,8.4,2012,1,Berkshire,,,,,,-2.403225806451613,-6.458064516129032,91.69999999999999,1,0
2012-02-01,8.3,2012,2,Berkshire,,,,,,-0.3241379310344827,-3.9413793103448276,39.8,1,0
2012-03-01,7.9,2012,3,Berkshire,,,,,,6.148387096774194,1.2032258064516128,51.9,1,0
